HostCorrectedName_MSW05	ParasiteCorrectedName	LocationName	LongitudeDecimal	LatitudeDecimal	Accuracy	Extent_km2	TotalPrevalence	Citation	HostCorrectedName	CoatReflectance	CortisolLevels
Papio ursinus	Streptopharagus armatus	Kruger	31.5	-23.83	2	2	0.57	McConnell et al. 1974	Papio_ursinus	0.814885724225303	1.68651592469377
Papio anubis	Streptopharagus baylisi	Mwanza	32.9	-2.51	2	2	NA	National Parasite Collection (WWW)	Papio_anubis	2.49490332908257	1.05673653473598
Papio anubis	Streptopharagus baylisi	Mwanza	32.9	-2.51	2	2	NA	National Parasite Collection (WWW)	Papio_anubis	1.49986160593958	3.09584334879467
Papio anubis	Streptopharagus baylisi	Mwanza	32.9	-2.51	2	2	NA	National Parasite Collection (WWW)	Papio_anubis	1.0090832911022	0.493894248949078
Papio cynocephalus	Streptopharagus baylisi	Mwanza	32.9	-2.51	2	2	NA	National Parasite Collection (WWW)	Papio_cynocephalus	1.22139615683581	0.583869322483308
Papio cynocephalus	Streptopharagus baylisi	Mwanza	32.9	-2.51	2	2	NA	National Parasite Collection (WWW)	Papio_cynocephalus	0.799913033460312	1.34657259399758
Papio cynocephalus	Streptopharagus baylisi	Mwanza	32.9	-2.51	2	2	NA	National Parasite Collection (WWW)	Papio_cynocephalus	1.23416131464567	0.750436728624155
Papio cynocephalus	Streptopharagus baylisi	Kiranima	34.33	-2.16	3	2	NA	National Parasite Collection (WWW)	Papio_cynocephalus	1.87775049640929	0.805205598490777
Papio cynocephalus	Streptopharagus baylisi	Mwanza	32.9	-2.51	2	2	NA	National Parasite Collection (WWW)	Papio_cynocephalus	0.0604665493238008	0.201039738267885
Papio cynocephalus	Streptopharagus baylisi	Grumeti	34.33	-2.16	2	2	NA	National Parasite Collection (WWW)	Papio_cynocephalus	0.29443831813442	2.50233592044585
Papio cynocephalus	Streptopharagus baylisi	Mwanza	32.9	-2.51	2	2	NA	National Parasite Collection (WWW)	Papio_cynocephalus	0.292528338852904	0.0534271441827044
Papio cynocephalus	Streptopharagus baylisi	Grumeti	34.33	-2.16	2	2	NA	National Parasite Collection (WWW)	Papio_cynocephalus	2.09296833524907	0.0655385062792429
Papio cynocephalus	Streptopharagus baylisi	Rift Valley	36	0.5	2	2	0.02	Kuntz and Moore 1973	Papio_cynocephalus	0.46632238465841	0.990117049769283
Papio anubis	Streptopharagus baylisi	Grumeti	34.33	-2.16	2	2	0.46	Myers and Kuntz 1967	Papio_anubis	2.56384114766606	0.444413422649862
Papio cynocephalus	Streptopharagus bifurcum	Kiranima	34.33	-2.16	3	2	NA	National Parasite Collection (WWW)	Papio_cynocephalus	2.4108036435237	0.228534920992861
Papio ursinus	Streptopharagus pigmentatus	Giant's Castle	29.48	-29.23	2	2	0.01	Appleton et al. 1986	Papio_ursinus	0.372416172112694	0.374689771297312
Papio anubis	Streptopharagus pigmentatus	Kilifi	39.85	-3.63	2	2	0.33	Kuntz and Myers 1967a	Papio_anubis	0.737884151487021	0.121687913306963
Papio anubis	Streptopharagus pigmentatus	Mau Norak	36	-0.6	2	2	0	Kuntz and Myers 1967a	Papio_anubis	0.299946930809728	0.517863838468791
Papio ursinus	Streptopharagus pigmentatus	Loskop	29.3	-25.44	2	2	0.87	Pettifer 1984	Papio_ursinus	0.19865461776731	0.622839392500444
Papio ursinus	Streptopharagus pigmentatus	Suikerbosrand	28.25	-26.5	1	2	0.96	Pettifer 1984	Papio_ursinus	1.3408087219784	0.217581527533048
Papio ursinus	Streptopharagus pigmentatus	Scrutton	30.38	-22.35	2	2	1	Pettifer 1984	Papio_ursinus	1.28159424334232	0.453944371778833
Papio ursinus	Streptopharagus pigmentatus	Tweefontein	30.78	-25.08	2	2	0	Pettifer 1984	Papio_ursinus	0.670772066659944	0.663767946179539
Chlorocebus pygerythrus	Streptopharagus pigmentatus	Transvaal	29.75	-25	3	2	NA	National Parasite Collection (WWW)	Chlorocebus_pygerythrus	0.596912914225029	0.602625517871913
Papio ursinus	Streptopharagus pigmentatus	Kuiseb River	15.03	-23.55	2	2	0.62	Appleton and Brain 1995	Papio_ursinus	0.731212837831392	0.824222592503185
Papio ursinus	Streptopharagus pigmentatus	Mkuzi	32.15	-27.65	1	1	0.3	Appleton et al. 1991	Papio_ursinus	0.172563673555927	1.59738165014877
Macaca fuscata	Streptopharagus pigmentatus	Koshima	131.35	31.45	2	2	NA	Horii et al. 1982	Macaca_fuscata	0.647161000727263	0.466536302732192
Macaca fuscata	Streptopharagus pigmentatus	Ehime	132.75	33.75	2	3	0.69	Itoh et al. 1988	Macaca_fuscata	0.908372799577958	0.625972776744628
Macaca fuscata	Streptopharagus pigmentatus	Takasaki-yama	131.53	33.25	2	3	0.84	Kagei and Hasegawa 1974	Macaca_fuscata	0.999055791390254	1.5602535868495
Papio cynocephalus	Streptopharagus pigmentatus	Rift Valley	36	0.5	2	2	0.09	Kuntz and Moore 1973	Papio_cynocephalus	0.599123099743918	0.13651562085191
Papio anubis	Streptopharagus pigmentatus	Kimani	37.08	-2.13	1	1	0.42	Kuntz and Myers 1967a	Papio_anubis	1.07080753075941	2.20046039969372
Macaca fuscata	Streptopharagus pigmentatus	Wakinosawa	141.7	39.03	2	2	0	Gotoh 2000	Macaca_fuscata	1.40295912863588	0.0863904272103892
Macaca fuscata	Streptopharagus pigmentatus	Kinkasan	141.6	38.3	2	2	0	Gotoh 2000	Macaca_fuscata	0.594258781825623	1.09504159980197
Macaca fuscata	Streptopharagus pigmentatus	Nikko	139.7	36.7	2	2	0	Gotoh 2000	Macaca_fuscata	0.82964651642916	0.252714868983717
Macaca fuscata	Streptopharagus pigmentatus	Kamuri	136.6	36.6	2	2	0.04	Gotoh 2000	Macaca_fuscata	1.60685736424716	1.13161639018981
Macaca fuscata	Streptopharagus pigmentatus	Kiso	137.7	35.8	2	2	0	Gotoh 2000	Macaca_fuscata	0.513887425161477	0.327866646381023
Macaca fuscata	Streptopharagus pigmentatus	Takagoyama	140.1	35.6	2	2	0	Gotoh 2000	Macaca_fuscata	1.63333737419384	0.393362309901948
Macaca fuscata	Streptopharagus pigmentatus	Sakamoto	138.4	35	2	2	0.75	Gotoh 2000	Macaca_fuscata	0.0545293008549317	0.761133670594603
Macaca fuscata	Streptopharagus pigmentatus	Arashiyama	135.7	35.03	2	2	0.714	Gotoh 2000	Macaca_fuscata	1.08420375348666	0.353738757445964
Macaca fuscata	Streptopharagus pigmentatus	Hagachizaki	138.3	35.1	2	2	0.789	Gotoh 2000	Macaca_fuscata	0.320991171513477	0.917567726962134
Macaca fuscata	Streptopharagus pigmentatus	Shodoshima	134.2	34.5	2	2	0.741	Gotoh 2000	Macaca_fuscata	0.154595196377302	0.557930350859145
Macaca fuscata	Streptopharagus pigmentatus	Awajishima	134.8	34.3	2	2	0.2	Gotoh 2000	Macaca_fuscata	1.23949366399523	1.02751897819194
Macaca fuscata	Streptopharagus pigmentatus	Shiga	135.9	35	2	2	0	Gotoh 2000	Macaca_fuscata	1.64118942704638	0.968570339305961
Macaca fuscata	Streptopharagus pigmentatus	Koshima	131.35	31.45	2	2	0.762	Gotoh 2000	Macaca_fuscata	0.374661741977687	1.03396934273827
Macaca fuscata	Streptopharagus pigmentatus	Koshima	131.35	31.45	2	2	0.771	Gotoh 2000	Macaca_fuscata	0.0209781833733422	0.669656243765964
Macaca fuscata	Streptopharagus pigmentatus	Yakushima	134.6	34.1	2	2	0.954	Gotoh 2000	Macaca_fuscata	0.715524030369572	0.0206270941131217
Macaca fuscata	Streptopharagus pigmentatus	Yakushima	134.6	34.1	2	2	0.906	Gotoh 2000	Macaca_fuscata	0.0210094008654132	0.749175998339695
Macaca fuscata	Streptopharagus pigmentatus	Koshima	131.35	31.45	2	2	0.923	Gotoh 2000	Macaca_fuscata	0.510554164041498	0.396967550765981
Macaca fuscata	Streptopharagus pigmentatus	Koshima	131.35	31.45	2	2	0.721	Gotoh 2000	Macaca_fuscata	1.2351211284311	0.140317269493837
Macaca fuscata	Streptopharagus pigmentatus	Yakushima	134.6	34.1	2	2	0.222	Gotoh 2000	Macaca_fuscata	0.498114476031382	1.78845975846681
Macaca fuscata	Streptopharagus pigmentatus	Yakushima	134.6	34.1	2	2	1	Gotoh 2000	Macaca_fuscata	0.197029478877492	0.156418434306877
Macaca fuscata	Streptopharagus pigmentatus	Yaku	130.6	31.1	2	2	0.77	MacIntosh et al. 2008	Macaca_fuscata	0.499168559796568	0.129903251668292
Macaca fuscata	Streptopharagus pigmentatus	Yakushima	134.6	34.1	2	2	0.875	Hernandez et al. 2009	Macaca_fuscata	1.95791018734074	0.535210320838299
Macaca fuscata	Streptopharagus pigmentatus	Yakushima (MacIntosh)	134.6	34.1	2	2	0.9	Macintosh et al. 2010	Macaca_fuscata	0.484789517214644	2.39641703822674
Chlorocebus sabaeus	Streptopharagus sp.	Nikolo Koba	-12.71	13.06	2	2	0	McGrew et al. 1989b	Chlorocebus_sabaeus	0.231636590220233	0.501494768754923
Erythrocebus patas	Streptopharagus sp.	Nikolo Koba	-12.71	13.06	2	2	0.53	McGrew et al. 1989b	Erythrocebus_patas	0.849414253875893	0.573633410629801
Papio anubis	Streptopharagus sp.	Gombe	29.61	-4.7	2	2	0.48	Murray et al. 2000	Papio_anubis	2.07456780383219	0.559453822103376
Papio cynocephalus	Streptopharagus sp.	Amboseli	37.26	-2.63	2	2	0.16	Hahn et al. 2003	Papio_cynocephalus	0.0692674562033811	0.792522103491535
Papio cynocephalus	Streptopharagus sp.	Rift Valley	36	0.5	2	2	0.31	Kuntz and Moore 1973	Papio_cynocephalus	0.586855720051034	1.24531103977516
Pan troglodytes	Streptopharagus sp.	Gombe	29.61	-4.7	2	2	0	McGrew et al. 1989a	Pan_troglodytes	1.65308251107834	0.713627669559852
Pan troglodytes	Streptopharagus sp.	Nikolo Koba	-12.71	13.06	2	2	0	McGrew et al. 1989a	Pan_troglodytes	0.299750786508379	0.560483496905155
Papio anubis	Streptopharagus sp.	Gombe	29.61	-4.7	2	2	0.34	McGrew et al. 1989a	Papio_anubis	0.312332867331289	0.0413509659136214
Papio papio	Streptopharagus sp.	Nikolo Koba	-12.71	13.06	2	2	0.23	McGrew et al. 1989a	Papio_papio	0.366389220028504	0.113255211044688
Papio anubis	Streptopharagus sp.	Gombe	29.61	-4.7	2	2	0.67	Muller-Graf et al. 1996	Papio_anubis	0.399451168966306	1.3829336805863
Cercopithecus ascanius	Streptopharagus sp.	Kibale	30.41	0.45	1	1	0.32	Gillespie et al. 2005b	Cercopithecus_ascanius	1.12318595759107	0.345402568667898
Cercopithecus ascanius	Streptopharagus sp.	Kibale	30.41	0.45	1	1	0.13	Gillespie et al. 2005b	Cercopithecus_ascanius	0.805298485335252	0.77856732657595
Papio cynocephalus	Streptopharagus sp.	Johannesburg	28.08	-26.2	2	2	0.037	Myers et al 1971	Papio_cynocephalus	0.0871947371498122	2.58028533429285
Papio ursinus	Streptopharagus sp.	Transvaal	29.75	-25	3	2	0.042	Goldsmid and Rogers 1978	Papio_ursinus	0.684736931314384	0.962101942663075
Cercopithecus ascanius	Streptopharagus sp.	Kibale	30.41	0.45	1	1	0.18	Gillespie et al. 2004	Cercopithecus_ascanius	0.533715778625399	1.80120728698381
Cercopithecus mitis	Streptopharagus sp.	Kibale	30.41	0.45	1	1	0.14	Gillespie et al. 2004	Cercopithecus_mitis	0.919052556361206	0.40768725280621
Cercopithecus lhoesti	Streptopharagus sp.	Kibale	30.41	0.45	1	1	0	Gillespie et al. 2004	Cercopithecus_lhoesti	0.712859529676913	1.75244107756565
Chlorocebus aethiops	Streptopharagus sp.	Lake Saka	30.2	0.7	2	2	0.17	Gillespie et al. 2004	Chlorocebus_aethiops	0.313073272482434	0.563747881854808
Cercocebus galeritus	Streptopharagus sp.	Tana River	40.1464	-1.869	2	2	0.127	Mbora and McPeek 2009	Cercocebus_galeritus	0.556160374869874	0.616118325114747
Colobus guereza	Strongyloides fulleborni	Kibale	30.41	0.45	1	1	0.042	Gillespie et al. 2005a	Colobus_guereza	0.835120786902115	0.315156920630044
Colobus angolensis	Strongyloides fulleborni	Lake Nabugabo	31.883	-0.371	1	1	0.053	Gillespie et al. 2005a	Colobus_angolensis	0.671217691047039	1.27065722912901
Papio anubis	Strongylida sp.	Gashaka Gumti	11.7	7.5	2	2	-99	Weyher et al. 2006	Papio_anubis	0.989120327597052	0.640589547586153
Papio anubis	Strongylida sp.	Gashaka Gumti	11.7	7.5	2	2	-99	Weyher et al. 2006	Papio_anubis	2.1439239599111	0.380024776774416
Papio anubis	Strongylida sp.	Gashaka Gumti	11.7	7.5	2	2	0.9	Weyher 2009	Papio_anubis	1.05384639106009	1.0561164787048
Papio anubis	Strongylida sp.	Gashaka Gumti	11.7	7.5	2	2	1	Weyher 2009	Papio_anubis	0.929850529642806	0.450496569389352
Pongo abelii	Strongylida sp.	Ketambe	97.65	3.68	1	1	0.375	Mul et al. 2007	Pongo_abelii	0.54110615179887	1.51731900698944
Pongo abelii	Strongylida sp.	Ketambe	97.65	3.68	1	1	0.385	Mul et al. 2007	Pongo_abelii	1.25292735803876	3.39336601882736
Pongo abelii	Strongylida sp.	Ketambe	97.65	3.68	1	1	0.368	Mul et al. 2007	Pongo_abelii	0.0312363127973766	0.20421187205742
Papio ursinus	Strongyloides sp.	Kuiseb River	15.03	-23.55	2	2	0.18	Appleton and Brain 1995	Papio_ursinus	0.0414898861199672	0.56045101996687
Pan troglodytes	Strongyloides sp.	Kibale	30.41	0.45	1	1	0.04	Ashford et al. 2000	Pan_troglodytes	0.313466373107984	0.818947160928909
Alouatta seniculus	Strongyloides sp.	Petit Saut	-53.08	4.91	2	2	0.375	de Thoisy et al. 2001	Alouatta_seniculus	1.28634441146096	0.670431445037109
Gorilla beringei	Strongyloides sp.	Bwindi	29.7	-1.05	2	2	NA	Kalema-Zikusoka et al. 2005	Gorilla_beringei	1.00303757628136	1.04608856964275
Gorilla beringei	Strongyloides sp.	Bwindi	29.7	-1.05	2	2	NA	Kalema-Zikusoka et al. 2005	Gorilla_beringei	1.06339434794717	1.63492233591751
Brachyteles arachnoides	Strongyloides cebus	Caratinga	-41.83	-19.83	1	1	0	Stuart et al. 1993	Brachyteles_arachnoides	0.755352058857688	0.16326989879592
Brachyteles arachnoides	Strongyloides cebus	Fazenda Esmeralda	-42.65	-20.21	1	2	0.88	Stuart et al. 1993	Brachyteles_arachnoides	0.455554431978514	1.88943496909859
Brachyteles arachnoides	Strongyloides cebus	Fazenda Barreiro Rico	-48.18	-22.66	1	1	0.5	Stuart et al. 1993	Brachyteles_arachnoides	0.776887098148882	0.79788933634472
Alouatta guariba	Strongyloides cebus	Caratinga	-41.83	-19.83	1	1	0	Stuart et al. 1993	Alouatta_guariba	0.87419750161453	1.31871701709303
Brachyteles arachnoides	Strongyloides cebus	Parque Estadual Carlos Botelho	-47.96	-24.5	1	1	0.46	Stuart et al. 1993	Brachyteles_arachnoides	1.34812024713296	0.724666790956951
Pan troglodytes	Strongyloides fulleborni	Fongoli	-12.2	12.683	2	2	0.195	Howells et al. 2010	Pan_troglodytes	0.0937125404475766	0.854262668043857
Papio papio	Strongyloides fulleborni	Fongoli	-12.2	12.683	2	2	0.412	Howells et al. 2010	Papio_papio	0.69737830115406	0.318423098578007
Papio anubis	Strongyloides fulleborni	Gombe	29.61	-4.7	2	2	0.28	Murray et al. 2000	Papio_anubis	1.00013904581744	0.993666717968232
Gorilla beringei	Strongyloides fulleborni	Parc Natl Volcans	29.5	-1.5	2	2	NA	Rothman and Bowman 2003	Gorilla_beringei	0.0157892644467863	0.993297485825551
Ateles geoffroyi	Strongyloides fulleborni	PANAMA	-80	9	2	3	NA	National Parasite Collection (WWW)	Ateles_geoffroyi	2.27468227428487	0.815318079111751
Gorilla beringei	Strongyloides fulleborni	Bwindi	29.7	-1.05	2	2	0.24	Ashford et al. 1990	Gorilla_beringei	0.846184278788189	0.854790354548198
Gorilla gorilla	Strongyloides fulleborni	Bwindi	29.7	-1.05	2	2	0.16	Ashford et al. 1996	Gorilla_gorilla	1.12191468316642	0.329498253566907
Pan troglodytes	Strongyloides fulleborni	Gombe	29.61	-4.7	2	2	0.87	File et al. 1976	Pan_troglodytes	0.134531867600367	0.625455959387578
Pan troglodytes	Strongyloides fulleborni	Mahale	29.73	-6.11	2	2	0.47	Huffman and Gotoh, unpublished in Ashford et al. 2	Pan_troglodytes	0.438294893838947	1.71279403727206
Pan troglodytes	Strongyloides fulleborni	Mahale	29.73	-6.11	2	2	0.13	Huffman and Gotoh, unpublished in Ashford et al. 2	Pan_troglodytes	0.0957166701083536	1.48092996941452
Pan troglodytes	Strongyloides fulleborni	Mahale	29.73	-6.11	2	2	0.14	Huffman and Gotoh, unpublished in Ashford et al. 2	Pan_troglodytes	0.0923970857464873	0.234267736844273
Pan troglodytes	Strongyloides fulleborni	Mahale	29.73	-6.11	2	2	0.31	Huffman et al 1997	Pan_troglodytes	1.39177264635413	0.299074456459864
Macaca fuscata	Strongyloides fulleborni	Ehime	132.75	33.75	2	3	0.36	Itoh et al. 1988	Macaca_fuscata	0.947310405128927	0.514882244867737
Papio papio	Strongyloides fulleborni	Nikolo Koba	-12.71	13.06	2	2	0	McGrew et al. 1989a	Papio_papio	0.484198273288514	0.187279140976914
Pan troglodytes	Strongyloides fulleborni	Gombe	29.61	-4.7	2	2	0	McGrew et al. 1989a	Pan_troglodytes	0.733979634894683	0.141094186710374
Pan troglodytes	Strongyloides fulleborni	Nikolo Koba	-12.71	13.06	2	2	NA	McGrew et al. 1989a	Pan_troglodytes	2.10719838193593	0.566074019184195
Papio anubis	Strongyloides fulleborni	Gombe	29.61	-4.7	2	2	0	McGrew et al. 1989a	Papio_anubis	0.739895928433082	0.952863797841243
Pan troglodytes	Strongyloides fulleborni	Gombe	29.61	-4.7	2	2	0.59	Murray et al. 2000	Pan_troglodytes	0.656611329762983	1.19557416248112
Gorilla beringei	Strongyloides fulleborni	Bwindi	29.7	-1.05	2	2	NA	Rothman and Bowman 2003	Gorilla_beringei	0.156619421379077	1.03077808082842
Macaca fuscata	Strongyloides fulleborni	Wakinosawa	141.7	39.03	2	2	0.866	Gotoh 2000	Macaca_fuscata	0.455199262329591	0.418432389435519
Macaca fuscata	Strongyloides fulleborni	Kinkasan	141.6	38.3	2	2	0.13	Gotoh 2000	Macaca_fuscata	0.730291721879929	0.846141429572514
Macaca fuscata	Strongyloides fulleborni	Nikko	139.7	36.7	2	2	0	Gotoh 2000	Macaca_fuscata	0.0182360346170591	1.9616197207215
Macaca fuscata	Strongyloides fulleborni	Kamuri	136.6	36.6	2	2	0	Gotoh 2000	Macaca_fuscata	0.354550022760903	0.997889494044611
Macaca fuscata	Strongyloides fulleborni	Kiso	137.7	35.8	2	2	0.714	Gotoh 2000	Macaca_fuscata	0.387015413178679	0.555604071920668
Macaca fuscata	Strongyloides fulleborni	Takagoyama	140.1	35.6	2	2	0.166	Gotoh 2000	Macaca_fuscata	1.61497552638513	1.30030844144447
Macaca fuscata	Strongyloides fulleborni	Sakamoto	138.4	35	2	2	0.25	Gotoh 2000	Macaca_fuscata	0.282036965854301	0.774213526396874
Macaca fuscata	Strongyloides fulleborni	Arashiyama	135.7	35.03	2	2	0.333	Gotoh 2000	Macaca_fuscata	0.0525112770763253	0.83341577248399
Macaca fuscata	Strongyloides fulleborni	Hagachizaki	138.3	35.1	2	2	0.421	Gotoh 2000	Macaca_fuscata	1.45924136089561	0.821997619406367
Macaca fuscata	Strongyloides fulleborni	Shodoshima	134.2	34.5	2	2	0.096	Gotoh 2000	Macaca_fuscata	0.433587336652864	0.859115016165245
Macaca fuscata	Strongyloides fulleborni	Awajishima	134.8	34.3	2	2	0.55	Gotoh 2000	Macaca_fuscata	0.751152320519055	0.333175678056643
Macaca fuscata	Strongyloides fulleborni	Shiga	135.9	35	2	2	0	Gotoh 2000	Macaca_fuscata	0.105485894795142	0.468630262404723
Macaca fuscata	Strongyloides fulleborni	Koshima	131.35	31.45	2	2	0.429	Gotoh 2000	Macaca_fuscata	1.65466227193645	0.223161447787
Macaca fuscata	Strongyloides fulleborni	Koshima	131.35	31.45	2	2	0.314	Gotoh 2000	Macaca_fuscata	1.75761397532377	0.452909478202357
Macaca fuscata	Strongyloides fulleborni	Yakushima	134.6	34.1	2	2	0.09	Gotoh 2000	Macaca_fuscata	0.891527885167164	2.06439114823658
Macaca fuscata	Strongyloides fulleborni	Yakushima	134.6	34.1	2	2	0.156	Gotoh 2000	Macaca_fuscata	0.430465361870202	0.758005854229125
Macaca fuscata	Strongyloides fulleborni	Koshima	131.35	31.45	2	2	0.769	Gotoh 2000	Macaca_fuscata	0.516697783143366	1.25946626205803
Macaca fuscata	Strongyloides fulleborni	Koshima	131.35	31.45	2	2	0.256	Gotoh 2000	Macaca_fuscata	1.65133922631557	0.508116343723066
Macaca fuscata	Strongyloides fulleborni	Yakushima	134.6	34.1	2	2	0.222	Gotoh 2000	Macaca_fuscata	0.992984455251216	0.191205492398597
Macaca fuscata	Strongyloides fulleborni	Yakushima	134.6	34.1	2	2	0.083	Gotoh 2000	Macaca_fuscata	1.66332424512277	1.26616906683104
Gorilla beringei	Strongyloides fulleborni	Bwindi	29.7	-1.05	2	2	0.072	Rothman et al. 2008	Gorilla_beringei	0.258194514660962	0.618880914346139
Gorilla beringei	Strongyloides fulleborni	Bwindi	29.7	-1.05	2	2	0.008	Rothman et al. 2008	Gorilla_beringei	0.602059790642049	0.471547703532371
Gorilla beringei	Strongyloides fulleborni	Bwindi	29.7	-1.05	2	2	0.018	Rothman et al. 2008	Gorilla_beringei	0.531222115650778	0.27652689124089
Pan paniscus	Strongyloides fulleborni	Lomako	20.83	0.83	2	2	0.356	Dupain et al. 2009	Pan_paniscus	0.921219610886108	0.500835989887961
Gorilla beringei	Strongyloides fulleborni	Bwindi	29.7	-1.05	2	2	1	Rothman et al. 2009	Gorilla_beringei	0.788047315981236	1.25032401651758
Gorilla beringei	Strongyloides fulleborni	Bwindi	29.7	-1.05	2	2	0	Rothman et al. 2009	Gorilla_beringei	1.0666755219882	2.10117307106252
Gorilla beringei	Strongyloides fulleborni	Bwindi	29.7	-1.05	2	2	0.007	Rothman et al. 2009	Gorilla_beringei	0.715744328548306	0.982229849754238
Gorilla beringei	Strongyloides fulleborni	Bwindi	29.7	-1.05	2	2	NA	Rothman et al. 2008	Gorilla_beringei	0.447997617329948	1.43488712152159
Macaca fuscata	Strongyloides fulleborni	Yakushima (MacIntosh)	134.6	34.1	2	2	0.82	Macintosh et al. 2010	Macaca_fuscata	2.32296062607851	0.0739042484702489
Colobus guereza	Strongyloides fulleborni	Kibale	30.41	0.45	1	1	NA	Chapman et al. 2006b	Colobus_guereza	1.03003637235763	4.08977056654037
Pan troglodytes	Strongyloides fulleborni	Mahale	29.73	-6.11	2	2	NA	Huffman et al. 1996	Pan_troglodytes	0.381169405538105	1.28071627099904
Macaca fascicularis	Strongyloides fulleborni	Can Gio	106.66	10.75	2	2	0.15	Son, 2002	Macaca_fascicularis	0.170514460908994	2.19620431695277
Papio ursinus	Strongyloides fulleborni	Mkuzi	32.15	-27.65	1	1	0.23	Appleton et al. 1991	Papio_ursinus	0.556655130134544	1.48104304286125
Cercopithecus ascanius	Strongyloides fulleborni	Kibale	30.41	0.45	1	1	0.16	Gillespie et al. 2005b	Cercopithecus_ascanius	0.609920657661499	1.3487937769418
Cercopithecus ascanius	Strongyloides fulleborni	Kibale	30.41	0.45	1	1	0.04	Gillespie et al. 2005b	Cercopithecus_ascanius	0.312761333412205	2.19317980451714
Cercopithecus ascanius	Strongyloides fulleborni	Kibale	30.41	0.45	1	1	0.07	Gillespie et al. 2004	Cercopithecus_ascanius	0.152334882403336	0.99105148871403
Cercopithecus mitis	Strongyloides fulleborni	Kibale	30.41	0.45	1	1	0.06	Gillespie et al. 2004	Cercopithecus_mitis	0.534284810524027	0.263104583505235
Cercopithecus lhoesti	Strongyloides fulleborni	Kibale	30.41	0.45	1	1	0.27	Gillespie et al. 2004	Cercopithecus_lhoesti	0.535666052721506	0.537427760311582
Chlorocebus aethiops	Strongyloides fulleborni	Lake Saka	30.2	0.7	2	2	0.42	Gillespie et al. 2004	Chlorocebus_aethiops	0.522653415094792	1.56303381198286
Colobus guereza	Strongyloides fulleborni	Crater Lake Nkuruba	33.8	1.5	2	2	0.007	Chapman et al. 2005	Colobus_guereza	1.85917526617818	0.604239560360116
Pan troglodytes	Strongyloides fulleborni	Kibale	30.41	0.45	1	1	0.089	Krief et al. 2005	Pan_troglodytes	0.740781478038323	0.974456266546587
Pan troglodytes	Strongyloides fulleborni	Kibale	30.41	0.45	1	1	0.155	Krief et al. 2005	Pan_troglodytes	0.959109765275822	0.756829268686119
Colobus guereza	Strongyloides fulleborni	Kibale	30.41	0.45	1	1	0.04	Gillespie et al. 2005b	Colobus_guereza	0.491853926218478	1.00160368039282
Colobus guereza	Strongyloides fulleborni	Kibale	30.41	0.45	1	1	0.03	Gillespie et al. 2005b	Colobus_guereza	1.53150774884383	0.162675664433141
Macaca fuscata	Strongyloides fulleborni	Yaku	130.6	31.1	2	2	0.28	MacIntosh et al. 2008	Macaca_fuscata	0.201225279261215	0.630771478562864
Pan troglodytes	Strongyloides fulleborni	Budongo	31.55	1.73	2	2	0.81	Huffman et al. 2009	Pan_troglodytes	0.242807639558357	1.23356206442597
Macaca fuscata	Strongyloides fulleborni	Yakushima	134.6	34.1	2	2	0.188	Hernandez et al. 2009	Macaca_fuscata	0.869220564010711	0.47137395109064
Pan troglodytes	Strongyloides fulleborni	Budongo	31.55	1.73	2	2	0.67	Barrows 1996, cited in Huffman et al. 2009	Pan_troglodytes	0.137817547246784	1.21937396469381
Colobus guereza	Strongyloides fulleborni	Kibale	30.41	0.45	1	1	0.07	Gillespie and Chapman 2008	Colobus_guereza	1.03967245887547	1.35902683513303
Colobus guereza	Strongyloides fulleborni	Kibale	30.41	0.45	1	1	0.03	Gillespie and Chapman 2008	Colobus_guereza	0.341477760113189	0.546641869327753
Pan troglodytes	Strongyloides fulleborni	Gombe	29.61	-4.7	2	2	0.731	Gillespie et al. 2010b	Pan_troglodytes	0.1949956619081	2.035900351337
Pan troglodytes	Strongyloides fulleborni	Gombe	29.61	-4.7	2	2	0.773	Gillespie et al. 2010b	Pan_troglodytes	1.12559159166722	0.0620334217870609
Pan troglodytes	Strongyloides fulleborni	Gombe	29.61	-4.7	2	2	0.881	Gillespie et al. 2010b	Pan_troglodytes	1.40426993298624	1.78187508580784
Pan troglodytes	Strongyloides fulleborni	Gombe	29.61	-4.7	2	2	0.875	Gillespie et al. 2010b	Pan_troglodytes	0.0741136038439022	0.630203649258012
Pan troglodytes	Strongyloides fulleborni	Gombe	29.61	-4.7	2	2	0.92	Gillespie et al. 2010b	Pan_troglodytes	1.08811408875086	0.454056759882281
Pan troglodytes	Strongyloides fulleborni	Gombe	29.61	-4.7	2	2	1	Gillespie et al. 2010b	Pan_troglodytes	0.0385577332844227	2.2532836813968
Pan troglodytes	Strongyloides fulleborni	Gombe	29.61	-4.7	2	2	0.667	Gillespie et al. 2010b	Pan_troglodytes	0.238427669310472	1.79940941004877
Pan troglodytes	Strongyloides fulleborni	Gombe	29.61	-4.7	2	2	0.833	Gillespie et al. 2010b	Pan_troglodytes	0.860104048591527	1.90968125619888
Pan troglodytes	Strongyloides fulleborni	Gombe	29.61	-4.7	2	2	0.6	Gillespie et al. 2010b	Pan_troglodytes	1.25075753168678	1.31112175893647
Pan troglodytes	Strongyloides fulleborni	Gombe	29.61	-4.7	2	2	0.846	Gillespie et al. 2010b	Pan_troglodytes	0.754138528450881	1.01081223540137
